Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1128299,2020-04-11,West,Colorado,Denver,Women's Athletic Footwear,58.0,69.0,400,236,Online
Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,39.0,69.0,269,126,Online
Foot Locker,1185732,2021-07-07,Midwest,Nebraska,Omaha,Women's Apparel,44.0,69.0,304,182,Online
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Street Footwear,41.0,69.0,283,105,Online
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,62.0,69.0,428,163,Online
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,52.0,69.0,359,129,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,59.0,69.0,407,195,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,47.0,69.0,324,162,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Apparel,53.0,69.0,366,146,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48.0,69.0,331,182,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Women's Street Footwear,38.0,69.0,262,136,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,23.0,69.0,159,86,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,69.0,97,49,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Apparel,47.0,69.0,324,162,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,23.0,69.0,159,81,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Apparel,46.0,69.0,317,165,Online
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,69.0,228,96,Online
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.0,69.0,186,101,Online
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,69.0,228,118,Online
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,27.0,69.0,186,95,Online
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,29.0,69.0,200,108,Online
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47.0,69.0,324,146,Online
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Apparel,33.0,69.0,228,125,Online
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Street Footwear,38.0,69.0,262,139,Online
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Apparel,36.0,69.0,248,124,Online
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Street Footwear,42.0,69.0,290,101,Online
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,69.0,338,172,Online
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,37.0,68.0,252,113,Online
Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,41.0,68.0,279,131,Online
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44.0,68.0,299,135,Online
Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,68.0,252,101,Online
Foot Locker,1185732,2021-05-26,Midwest,Nebraska,Omaha,Women's Apparel,32.0,68.0,218,133,Online
Sports Direct,1197831,2021-08-11,South,Alabama,Birmingham,Men's Apparel,38.0,68.0,258,124,Online
Amazon,1185732,2021-10-17,Northeast,Maine,Portland,Women's Apparel,38.0,68.0,258,134,Online
Amazon,1185732,2021-12-23,Northeast,Maine,Portland,Women's Street Footwear,41.0,68.0,279,139,Online
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,52.0,68.0,354,177,Online
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Athletic Footwear,53.0,68.0,360,144,Online
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,54.0,68.0,367,110,Online
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,52.0,68.0,354,113,Online
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Apparel,32.0,68.0,218,102,Online
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,41.0,68.0,279,153,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,47.0,68.0,320,147,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,51.0,68.0,347,146,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,42.0,68.0,286,143,Online
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,49.0,68.0,333,177,Online
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Men's Apparel,54.0,68.0,367,173,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,68.0,95,50,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Apparel,23.0,68.0,156,70,Online
Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Men's Apparel,32.0,68.0,218,104,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,58.0,68.0,394,201,Online
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24.0,68.0,163,69,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Apparel,49.0,68.0,333,177,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Street Footwear,19.0,68.0,129,58,Online
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Apparel,14.0,68.0,95,51,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Apparel,20.0,68.0,136,72,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Street Footwear,36.0,68.0,245,108,Online
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33.0,68.0,224,108,Online
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.0,68.0,286,129,Online
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Apparel,36.0,68.0,245,127,Online
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Street Footwear,19.0,68.0,129,70,Online
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Apparel,42.0,68.0,286,154,Online
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Apparel,49.0,68.0,333,180,Online
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,68.0,163,88,Online
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.0,68.0,231,109,Online
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,39.0,68.0,265,119,Online
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Apparel,33.0,68.0,224,121,Online
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.0,68.0,279,139,Online
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Men's Apparel,47.0,68.0,320,131,Online
Sports Direct,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Apparel,62.0,68.0,422,223,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Street Footwear,48.0,68.0,326,166,Online
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Street Footwear,29.0,68.0,197,89,Online
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41.0,68.0,279,114,Online
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Apparel,60.0,68.0,408,180,Online
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,56.0,68.0,381,164,Online
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.0,68.0,258,114,Online
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,68.0,218,83,Online
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Street Footwear,42.0,68.0,286,103,Online
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Apparel,53.0,68.0,360,141,Online
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Apparel,52.0,68.0,354,166,Online
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,49.0,68.0,333,157,Online
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,68.0,333,183,Online
Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,34.0,68.0,231,90,Outlet
Foot Locker,1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35.0,68.0,238,76,Outlet
Foot Locker,1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,43.0,68.0,292,123,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,42.0,68.0,286,71,Outlet
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,32.0,68.0,218,91,Outlet
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,30.0,68.0,204,78,Outlet
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Apparel,33.0,68.0,224,114,Outlet
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Apparel,35.0,68.0,238,81,Outlet
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,26.0,68.0,177,74,Outlet
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,38.0,68.0,258,96,Outlet
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Apparel,22.0,68.0,150,57,Outlet
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,32.0,68.0,218,98,Outlet
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Apparel,33.0,68.0,224,76,Outlet
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.0,68.0,258,98,Outlet
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Street Footwear,37.0,68.0,252,113,Outlet
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,36.0,68.0,245,110,Outlet
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Apparel,31.0,68.0,211,78,Outlet
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,34.0,68.0,231,83,Outlet
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Street Footwear,30.0,68.0,204,63,Outlet
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.0,68.0,252,88,Outlet
Amazon,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Apparel,51.0,68.0,347,121,Outlet
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Men's Apparel,36.0,68.0,245,95,Outlet
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,35.0,68.0,238,112,Outlet
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Apparel,48.0,68.0,326,121,Outlet
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,31.0,68.0,211,72,Outlet
Foot Locker,1185732,2021-12-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,47.0,66.0,310,136,Outlet
West Gear,1128299,2020-01-30,West,Nevada,Las Vegas,Men's Apparel,43.0,66.0,284,187,Outlet
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Men's Apparel,39.0,66.0,257,95,Outlet
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Apparel,39.0,66.0,257,90,Outlet
Sports Direct,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Apparel,47.0,66.0,310,136,Outlet
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,35.0,66.0,231,92,Outlet
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,66.0,264,98,Outlet
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,49.0,65.0,319,191,Online
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,65.0,234,105,Online
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Chicago,Women's Apparel,60.0,65.0,390,234,Online
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,65.0,299,141,Online
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,61.0,65.0,397,238,Online
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,71.0,65.0,462,203,Online
Foot Locker,1185732,2021-12-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.0,65.0,358,189,Online
West Gear,1128299,2020-06-05,West,Washington,Seattle,Men's Apparel,52.0,65.0,338,135,Online
Foot Locker,1185732,2020-10-18,Southeast,Florida,Miami,Men's Athletic Footwear,33.0,65.0,215,86,Online
Foot Locker,1185732,2020-10-22,Midwest,Minnesota,Minneapolis,Women's Apparel,32.0,65.0,208,116,Online
Foot Locker,1185732,2020-10-28,Midwest,Minnesota,Minneapolis,Women's Apparel,34.0,65.0,221,122,Online
Foot Locker,1185732,2021-05-23,South,Tennessee,Knoxville,Women's Street Footwear,24.0,65.0,156,75,Online
Foot Locker,1185732,2021-07-31,Midwest,Nebraska,Omaha,Women's Apparel,54.0,65.0,351,218,Online
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Athletic Footwear,53.0,65.0,345,165,Online
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Athletic Footwear,52.0,65.0,338,169,Online
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Apparel,62.0,65.0,403,153,Online
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,54.0,65.0,351,154,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,48.0,65.0,312,144,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,47.0,65.0,306,144,Online
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Apparel,36.0,65.0,234,105,Online
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.0,65.0,189,104,Online
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,49.0,65.0,319,153,Online
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Apparel,36.0,65.0,234,138,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,56.0,65.0,364,153,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Apparel,42.0,65.0,273,139,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Men's Apparel,49.0,65.0,319,156,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Women's Street Footwear,33.0,65.0,215,114,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Men's Apparel,32.0,65.0,208,96,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,18.0,65.0,117,64,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.0,65.0,150,72,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,33.0,65.0,215,103,Online
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.0,65.0,150,75,Online
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Apparel,23.0,65.0,150,75,Online
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Street Footwear,32.0,65.0,208,102,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,14.0,65.0,91,43,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,36.0,65.0,234,94,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,46.0,65.0,299,150,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,61.0,65.0,397,198,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32.0,65.0,208,89,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Apparel,60.0,65.0,390,199,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Street Footwear,9.0,65.0,59,23,Online
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Street Footwear,18.0,65.0,117,48,Online
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,14.0,65.0,91,46,Online
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,29.0,65.0,189,85,Online
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,46.0,65.0,299,152,Online
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33.0,65.0,215,97,Online
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,65.0,208,114,Online
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Men's Apparel,48.0,65.0,312,165,Online
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,46.0,65.0,299,150,Online
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Street Footwear,45.0,65.0,293,137,Online
Foot Locker,1185732,2021-02-15,Northeast,Delaware,Wilmington,Men's Apparel,45.0,65.0,293,120,Online
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,65.0,267,139,Online
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,39.0,65.0,254,137,Online
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Men's Apparel,46.0,65.0,299,135,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,49.0,65.0,319,175,Online
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Women's Street Footwear,29.0,65.0,189,85,Online
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Apparel,33.0,65.0,215,114,Online
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,39.0,65.0,254,139,Online
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Street Footwear,37.0,65.0,241,125,Online
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48.0,65.0,312,156,Online
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,41.0,65.0,267,93,Online
Amazon,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Apparel,66.0,65.0,429,189,Online
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Street Footwear,32.0,65.0,208,104,Online
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,46.0,65.0,299,141,Online
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Apparel,57.0,65.0,371,182,Online
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Street Footwear,48.0,64.0,307,166,Online
Foot Locker,1185732,2021-11-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,39.0,64.0,250,67,Outlet
Foot Locker,1185732,2021-12-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50.0,64.0,320,128,Outlet
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,28.0,64.0,179,73,Outlet
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,29.0,64.0,186,76,Outlet
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,30.0,64.0,192,84,Outlet
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Street Footwear,20.0,64.0,128,46,Outlet
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Street Footwear,33.0,64.0,211,68,Outlet
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Apparel,41.0,64.0,262,118,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Apparel,50.0,64.0,320,90,Outlet
Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,45.0,63.0,284,179,Online
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,64.0,63.0,403,242,Online
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,63.0,271,122,Online
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,37.0,63.0,233,117,Online
